movie_id,title,imdbId,tmdbId,genres
51,Kung Fu Panda (2008),441773,9502.0,Action|Animation|Children|Comedy|IMAX
52,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",808506,14069.0,Animation|Comedy|Drama|Romance|Sci-Fi
53,Toy Story 3 (2010),435761,10193.0,Adventure|Animation|Children|Comedy|Fantasy|IMAX
54,Saving Grace (2000),195234,2360.0,Comedy
55,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",363226,246.0,Action|Comedy|Crime|Drama
56,Big Momma's House (2000),208003,9600.0,Comedy
57,King Kong (2005),360717,254.0,Action|Adventure|Drama|Fantasy|Thriller
58,Life of Crime (2013),1663207,209189.0,Comedy|Crime
59,Ip Man 2 (2010),1386932,37472.0,Action
60,Parental Guidance (2012),1047540,88042.0,Comedy
61,Inception (2010),1375666,27205.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
62,City of Angels (1998),120632,795.0,Drama|Fantasy|Romance
63,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),271263,13376.0,Animation|Comedy|Musical
64,"Royal Tenenbaums, The (2001)",265666,9428.0,Comedy|Drama
65,Shakespeare in Love (1998),138097,1934.0,Comedy|Drama|Romance
66,Ant-Man (2015),478970,102899.0,Action|Adventure|Sci-Fi
67,Tokyo Godfathers (2003),388473,13398.0,Adventure|Animation|Drama
68,Saving Private Ryan (1998),120815,857.0,Action|Drama|War
69,Dancer in the Dark (2000),168629,16.0,Drama|Musical
70,The Witch (2015),4263482,310131.0,Horror
71,Aberdeen (2000),168446,26665.0,Drama
72,Sphere (1998),120184,10153.0,Sci-Fi|Thriller
73,Fool's Gold (2008),770752,8676.0,Action|Adventure|Comedy|Romance
74,Johnny English (2003),274166,9486.0,Action|Comedy|Thriller
75,"Constant Gardener, The (2005)",387131,1985.0,Drama|Thriller
76,"Ring, The (2002)",298130,565.0,Horror|Mystery|Thriller
77,Ocean's Eleven (2001),240772,161.0,Crime|Thriller
78,Napoleon Dynamite (2004),374900,8193.0,Comedy
79,"Da Vinci Code, The (2006)",382625,591.0,Drama|Mystery|Thriller
80,American History X (1998),120586,73.0,Crime|Drama
81,Amour (2012),1602620,86837.0,Drama|Romance
82,Mostly Martha (Bella Martha) (2001),246772,3640.0,Comedy|Drama|Romance
83,Hannibal (2001),212985,9740.0,Horror|Thriller
84,Tarzan (1999),120855,37135.0,Adventure|Animation|Children|Drama
85,Catch Me If You Can (2002),264464,640.0,Crime|Drama
86,(500) Days of Summer (2009),1022603,19913.0,Comedy|Drama|Romance
87,At First Sight (1999),132512,15556.0,Drama
88,Elf (2003),319343,10719.0,Children|Comedy|Fantasy
89,Jarhead (2005),418763,25.0,Action|Drama|War
90,Life of Pi (2012),454876,87827.0,Adventure|Drama|IMAX
91,I Am Legend (2007),480249,6479.0,Action|Horror|Sci-Fi|Thriller|IMAX
92,Grindhouse (2007),462322,253768.0,Action|Crime|Horror|Sci-Fi|Thriller
93,There's Something About Mary (1998),129387,544.0,Comedy|Romance
94,Life as We Know It (2010),1055292,38408.0,Comedy|Romance
95,Super (2010),1512235,45132.0,Action|Comedy|Drama
96,Grbavica: The Land of My Dreams (Grbavica) (2006),464029,317.0,Drama
97,Abraham Lincoln: Vampire Hunter (2012),1611224,72331.0,Action|Fantasy|Horror|Thriller
98,Iron Man 2 (2010),1228705,10138.0,Action|Adventure|Sci-Fi|Thriller|IMAX
99,Thor (2011),800369,10195.0,Action|Adventure|Drama|Fantasy|IMAX
100,"Rookie, The (2002)",265662,14635.0,Drama
101,Paulie (1998),125454,36568.0,Adventure|Children|Comedy
102,Unleashed (Danny the Dog) (2005),342258,10027.0,Action|Crime|Drama|Thriller
103,"Lord of the Rings: The Return of the King, The (2003)",167260,122.0,Action|Adventure|Drama|Fantasy
104,"Green Mile, The (1999)",120689,497.0,Crime|Drama
105,Deep Blue Sea (1999),149261,8914.0,Action|Horror|Sci-Fi|Thriller
106,No Country for Old Men (2007),477348,6977.0,Crime|Drama
107,"Last House on the Left, The (2009)",844708,18405.0,Drama|Horror|Thriller
108,Up in the Air (2009),1193138,22947.0,Drama|Romance
109,U.S. Marshals (1998),120873,11808.0,Action|Crime|Thriller
110,The Fault in Our Stars (2014),2582846,222935.0,Drama|Romance
111,Dirty Grandpa (2016),1860213,291870.0,Comedy
112,Song of the Sea (2014),1865505,110416.0,Animation|Children|Fantasy
113,"Big Short, The (2015)",1596363,318846.0,Drama
114,Spider-Man 2 (2004),316654,558.0,Action|Adventure|Sci-Fi|IMAX
115,"Faculty, The (1998)",133751,9276.0,Horror|Sci-Fi
116,127 Hours (2010),1542344,44115.0,Adventure|Drama|Thriller
117,21 Grams (2003),315733,470.0,Crime|Drama|Mystery|Romance|Thriller
118,Role Models (2008),430922,15373.0,Comedy
119,"Tuxedo, The (2002)",290095,10771.0,Action|Comedy
120,Donnie Darko (2001),246578,141.0,Drama|Mystery|Sci-Fi|Thriller
121,Into the Wild (2007),758758,5915.0,Action|Adventure|Drama
122,The Hunger Games (2012),1392170,70160.0,Action|Adventure|Drama|Sci-Fi|Thriller
123,Anchorman: The Legend of Ron Burgundy (2004),357413,8699.0,Comedy
124,Last Night (1998),156729,16129.0,Drama|Sci-Fi
125,"Social Network, The (2010)",1285016,37799.0,Drama
126,"Fast and the Furious, The (2001)",232500,9799.0,Action|Crime|Thriller
127,"Truman Show, The (1998)",120382,37165.0,Comedy|Drama|Sci-Fi
128,"Hurricane, The (1999)",174856,10400.0,Drama
129,Transformers (2007),418279,1858.0,Action|Sci-Fi|Thriller|IMAX
130,The Jinx: The Life and Deaths of Robert Durst (2015),4299972,321640.0,Documentary
131,Dogtooth (Kynodontas) (2009),1379182,38810.0,Drama
132,Hidden Figures (2016),4846340,381284.0,Drama
133,Spy Game (2001),266987,1535.0,Action|Crime|Drama|Thriller
134,X-Men: First Class (2011),1270798,49538.0,Action|Adventure|Sci-Fi|Thriller|War
135,Intouchables (2011),1675434,77338.0,Comedy|Drama
136,Daybreakers (2010),433362,19901.0,Action|Drama|Horror|Thriller
137,Night at the Museum (2006),477347,1593.0,Action|Comedy|Fantasy|IMAX
138,Road Trip (2000),215129,9285.0,Comedy
139,Runaway Bride (1999),163187,4806.0,Comedy|Romance
140,"Virgin Suicides, The (1999)",159097,1443.0,Drama|Romance
141,Anna and the King (1999),166485,1439.0,Drama|Romance
142,Doctor Strange (2016),1211837,284052.0,Action|Adventure|Sci-Fi
143,Closer (2004),376541,2288.0,Drama|Romance
144,"Flintstones in Viva Rock Vegas, The (2000)",158622,889.0,Children|Comedy
145,Chocolat (2000),241303,392.0,Drama|Romance
146,47 Ronin (2013),1335975,64686.0,Action|Adventure|Fantasy
147,Drop Dead Gorgeous (1999),157503,10490.0,Comedy
148,American Splendor (2003),305206,2771.0,Comedy|Drama
149,"Time Machine, The (2002)",268695,2135.0,Action|Adventure|Sci-Fi
150,Random Hearts (1999),156934,12618.0,Drama|Romance
151,Broken Flowers (2005),412019,308.0,Comedy|Drama
152,Black Hawk Down (2001),265086,855.0,Action|Drama|War
153,Scary Movie (2000),175142,4247.0,Comedy|Horror
154,Land of the Dead (2005),418819,11683.0,Action|Horror|Thriller
155,Bandidas (2006),416496,1969.0,Action|Comedy|Crime|Western
156,Eternal Sunshine of the Spotless Mind (2004),338013,38.0,Drama|Romance|Sci-Fi
157,"Cell, The (2000)",209958,8843.0,Drama|Horror|Thriller
158,Around the World in 80 Days (2004),327437,10204.0,Adventure|Children|Comedy
159,"Dance of Reality, The (Danza de la realidad, La) (2013)",2301592,137698.0,Drama|Fantasy
160,Limitless (2011),1219289,51876.0,Sci-Fi|Thriller
161,"Others, The (2001)",230600,1933.0,Drama|Horror|Mystery|Thriller
162,Double Jeopardy (1999),150377,10398.0,Action|Crime|Drama|Thriller
163,Guardians of the Galaxy (2014),2015381,118340.0,Action|Adventure|Sci-Fi
164,Layer Cake (2004),375912,4836.0,Crime|Drama|Thriller
165,Blue Valentine (2010),1120985,46705.0,Drama|Romance
166,Run Lola Run (Lola rennt) (1998),130827,104.0,Action|Crime
167,30 Minutes or Less (2011),1622547,62206.0,Action|Comedy|Crime
168,Die Another Day (2002),246460,36669.0,Action|Adventure|Thriller
169,"40-Year-Old Virgin, The (2005)",405422,6957.0,Comedy|Romance
170,Shrek 2 (2004),298148,809.0,Adventure|Animation|Children|Comedy|Musical|Romance
171,Pirates of the Caribbean: At World's End (2007),449088,285.0,Action|Adventure|Comedy|Fantasy
172,Speed Racer (2008),811080,7459.0,Action|Children|Sci-Fi|IMAX
173,Master and Commander: The Far Side of the World (2003),311113,8619.0,Adventure|Drama|War
174,Blues Brothers 2000 (1998),118747,11568.0,Action|Comedy|Musical
175,Little Miss Sunshine (2006),449059,773.0,Adventure|Comedy|Drama
176,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",190332,146.0,Action|Drama|Romance
177,Don't Say a Word (2001),260866,12103.0,Thriller
178,Original Sin (2001),218922,2057.0,Drama|Romance|Thriller
179,Six Days Seven Nights (1998),120828,6068.0,Adventure|Comedy|Romance
180,Star Trek (2009),796366,13475.0,Action|Adventure|Sci-Fi|IMAX
181,"Aviator, The (2004)",338751,2567.0,Drama
182,Unbreakable (2000),217869,9741.0,Drama|Sci-Fi
183,Casino Royale (2006),381061,36557.0,Action|Adventure|Thriller
184,Prince of Persia: The Sands of Time (2010),473075,9543.0,Action|Adventure|Fantasy|Romance|IMAX
185,Scream 3 (2000),134084,4234.0,Comedy|Horror|Mystery|Thriller
186,Summer of Sam (1999),162677,10279.0,Drama
187,Harry Potter and the Chamber of Secrets (2002),295297,672.0,Adventure|Fantasy
188,American Pie 2 (2001),252866,2770.0,Comedy
189,"Italian Job, The (2003)",317740,9654.0,Action|Crime
190,Fight Club (1999),137523,550.0,Action|Crime|Drama|Thriller
191,Fallen (1998),119099,9411.0,Crime|Drama|Fantasy|Thriller
192,"Lord of the Rings: The Fellowship of the Ring, The (2001)",120737,120.0,Adventure|Fantasy
193,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",457430,1417.0,Drama|Fantasy|Thriller
194,Avatar (2009),499549,19995.0,Action|Adventure|Sci-Fi|IMAX
195,Antz (1998),120587,8916.0,Adventure|Animation|Children|Comedy|Fantasy
196,Fracture (2007),488120,6145.0,Crime|Drama|Mystery|Thriller
197,The Lego Movie (2014),1490017,137106.0,Action|Adventure|Animation|Children|Comedy|Fantasy
198,"Departed, The (2006)",407887,1422.0,Crime|Drama|Thriller
199,Mad Hot Ballroom (2005),438205,14358.0,Children|Documentary
200,Django Unchained (2012),1853728,68718.0,Action|Drama|Western
201,"Matrix, The (1999)",133093,603.0,Action|Sci-Fi|Thriller
202,Star Trek: Nemesis (2002),253754,201.0,Action|Drama|Sci-Fi|Thriller
203,John Q (2002),251160,8470.0,Crime|Drama|Thriller
204,"Fighter, The (2010)",964517,45317.0,Drama
205,Armageddon (1998),120591,95.0,Action|Romance|Sci-Fi|Thriller
206,Notting Hill (1999),125439,509.0,Comedy|Romance
207,I Am Sam (2001),277027,10950.0,Drama
208,"Devil Wears Prada, The (2006)",458352,350.0,Comedy|Drama
209,X-Men (2000),120903,36657.0,Action|Adventure|Sci-Fi
210,Indiana Jones and the Kingdom of the Crystal Skull (2008),367882,217.0,Action|Adventure|Comedy|Sci-Fi
211,Almost Famous (2000),181875,786.0,Drama
212,"Lives of Others, The (Das leben der Anderen) (2006)",405094,582.0,Drama|Romance|Thriller
213,Harry Potter and the Order of the Phoenix (2007),373889,675.0,Adventure|Drama|Fantasy|IMAX
214,Ice Age (2002),268380,425.0,Adventure|Animation|Children|Comedy
215,Smoke Signals (1998),120321,20862.0,Comedy|Drama
216,"Road to El Dorado, The (2000)",138749,10501.0,Animation|Children
217,Monument Ave. (1998),119802,21132.0,Action|Crime|Drama
218,Horrible Bosses 2 (2014),2170439,227159.0,Comedy|Crime
219,"Simpsons Movie, The (2007)",462538,35.0,Animation|Comedy
220,Big Daddy (1999),142342,9032.0,Comedy
221,"Patriot, The (2000)",187393,2024.0,Action|Drama|War
222,"Bourne Ultimatum, The (2007)",440963,2503.0,Action|Crime|Thriller
223,About Time (2013),2194499,122906.0,Drama|Fantasy|Romance
224,Hulk (2003),286716,1927.0,Action|Adventure|Sci-Fi
225,Black Sheep (2006),779982,3603.0,Comedy|Horror
226,Infernal Affairs (Mou gaan dou) (2002),338564,10775.0,Crime|Drama|Thriller
227,How to Train Your Dragon (2010),892769,10191.0,Adventure|Animation|Children|Fantasy|IMAX
228,Madagascar (2005),351283,953.0,Adventure|Animation|Children|Comedy
229,Titan A.E. (2000),120913,7450.0,Action|Adventure|Animation|Children|Sci-Fi
230,Little Children (2006),404203,1440.0,Drama|Romance
231,L.I.E. (2001),242587,18734.0,Drama
232,Anywhere But Here (1999),149691,21349.0,Comedy|Drama
233,25th Hour (2002),307901,1429.0,Crime|Drama
234,Harry Potter and the Goblet of Fire (2005),330373,674.0,Adventure|Fantasy|Thriller|IMAX
235,"Monsters, Inc. (2001)",198781,585.0,Adventure|Animation|Children|Comedy|Fantasy
236,Two Weeks Notice (2002),313737,2642.0,Comedy|Romance
237,Mission: Impossible - Ghost Protocol (2011),1229238,56292.0,Action|Adventure|Thriller|IMAX
238,Scary Movie 5 (Scary MoVie) (2013),795461,4258.0,Comedy
239,Thunderbirds (2004),167456,14623.0,Action|Adventure|Fantasy|Sci-Fi
240,"Prestige, The (2006)",482571,1124.0,Drama|Mystery|Sci-Fi|Thriller
241,Zodiac (2007),443706,1949.0,Crime|Drama|Thriller
242,Megamind (2010),1001526,38055.0,Action|Animation|Children|Comedy|Sci-Fi|IMAX
243,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",443680,4512.0,Crime|Drama|Western
244,Signs (2002),286106,2675.0,Horror|Sci-Fi|Thriller
245,Swimfan (2002),283026,20616.0,Thriller
246,Fever Pitch (2005),332047,11431.0,Comedy|Romance
247,Knowing (2009),448011,13811.0,Action|Drama|Mystery|Sci-Fi|Thriller
248,Equilibrium (2002),238380,7299.0,Action|Sci-Fi|Thriller
249,Bridesmaids (2011),1478338,55721.0,Comedy
250,Van Helsing (2004),338526,7131.0,Action|Adventure|Fantasy|Horror
251,Bridge of Spies (2015),3682448,296098.0,Drama|Thriller
252,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",1343097,33613.0,Action|Crime|Mystery
253,Knocked Up (2007),478311,4964.0,Comedy|Drama|Romance
254,"SpongeBob SquarePants Movie, The (2004)",345950,11836.0,Adventure|Animation|Children|Comedy
255,Inside Out (2015),2096673,150540.0,Adventure|Animation|Children|Comedy|Drama|Fantasy
256,"Bourne Supremacy, The (2004)",372183,2502.0,Action|Crime|Thriller
257,Hero (Ying xiong) (2002),299977,79.0,Action|Adventure|Drama
258,Star Trek Into Darkness (2013),1408101,54138.0,Action|Adventure|Sci-Fi|IMAX
259,It's All Gone Pete Tong (2004),388139,12109.0,Comedy|Drama|Musical
260,The Revenant (2015),1663202,281957.0,Adventure|Drama
261,Exit Through the Gift Shop (2010),1587707,39452.0,Comedy|Documentary
262,"Wicker Man, The (2006)",450345,9708.0,Horror|Mystery|Thriller
263,V for Vendetta (2006),434409,752.0,Action|Sci-Fi|Thriller|IMAX
264,Mission: Impossible II (2000),120755,955.0,Action|Adventure|Thriller
265,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",322259,584.0,Action|Crime|Thriller
266,How to Lose a Guy in 10 Days (2003),251127,9919.0,Comedy|Romance
267,Crank: High Voltage (2009),1121931,15092.0,Action|Comedy|Crime
268,John Wick (2014),2911666,245891.0,Action|Thriller
269,Hotel Rwanda (2004),395169,205.0,Drama|War
270,Palmetto (1998),120782,30949.0,Crime|Drama|Mystery|Romance|Thriller
271,"Bourne Identity, The (2002)",258463,2501.0,Action|Mystery|Thriller
272,Nutty Professor II: The Klumps (2000),144528,12107.0,Comedy
273,Derailed (2005),398017,8999.0,Drama|Thriller
274,Insomnia (2002),278504,320.0,Action|Crime|Drama|Mystery|Thriller
275,The Hunger Games: Catching Fire (2013),1951264,101299.0,Action|Adventure|Sci-Fi|IMAX
276,Star Wars: Episode VII - The Force Awakens (2015),2488496,140607.0,Action|Adventure|Fantasy|Sci-Fi|IMAX
277,"Big Lebowski, The (1998)",118715,115.0,Comedy|Crime
278,What Dreams May Come (1998),120889,12159.0,Adventure|Drama|Fantasy|Romance
279,Super Size Me (2004),390521,9372.0,Comedy|Documentary|Drama
280,"Incredibles, The (2004)",317705,9806.0,Action|Adventure|Animation|Children|Comedy
281,Now You See Me 2 (2016),3110958,291805.0,Action|Comedy|Thriller
282,Run All Night (2015),2199571,241554.0,Action|Crime|Drama|Thriller
283,Three Kings (1999),120188,6415.0,Action|Adventure|Comedy|Drama|War
284,How to Lose Friends & Alienate People (2008),455538,13092.0,Comedy
285,Daredevil (2003),287978,9480.0,Action|Crime
286,"Great Gatsby, The (2013)",1343092,64682.0,Drama
287,"Horse Whisperer, The (1998)",119314,547.0,Drama|Romance
288,Creed (2015),3076658,312221.0,Drama
289,Talk to Her (Hable con Ella) (2002),287467,64.0,Drama|Romance
290,Kingdom of Heaven (2005),320661,1495.0,Action|Drama|Romance|War
291,Urban Legend (1998),146336,9877.0,Horror|Thriller
292,Forgetting Sarah Marshall (2008),800039,9870.0,Comedy|Romance
293,"Other Side of Heaven, The (2001)",250371,16651.0,Adventure|Drama
294,"General's Daughter, The (1999)",144214,2275.0,Crime|Drama|Mystery|Thriller
295,"Illusionist, The (2006)",443543,1491.0,Drama|Fantasy|Mystery|Romance
296,Dr. Dolittle 2 (2001),240462,10808.0,Comedy
297,Scott Pilgrim vs. the World (2010),446029,22538.0,Action|Comedy|Fantasy|Musical|Romance
298,Tropic Thunder (2008),942385,7446.0,Action|Adventure|Comedy|War
299,"Ruins, The (2008)",963794,11152.0,Horror|Thriller
300,"Bone Collector, The (1999)",145681,9481.0,Thriller
301,Best in Show (2000),218839,13785.0,Comedy
302,Melancholia (2011),1527186,62215.0,Drama|Sci-Fi
303,"Animatrix, The (2003)",328832,55931.0,Action|Animation|Drama|Sci-Fi
304,"Sixth Sense, The (1999)",167404,745.0,Drama|Horror|Mystery
305,"Two Days, One Night (Deux jours, une nuit) (2014)",2737050,221902.0,Drama
306,Fantastic Mr. Fox (2009),432283,10315.0,Adventure|Animation|Children|Comedy|Crime
307,Memento (2000),209144,77.0,Mystery|Thriller
308,Fear and Loathing in Las Vegas (1998),120669,1878.0,Adventure|Comedy|Drama
309,Bubba Ho-tep (2002),281686,9707.0,Comedy|Horror
310,Apocalypto (2006),472043,1579.0,Adventure|Drama|Thriller
311,Nightcrawler (2014),2872718,242582.0,Crime|Drama|Thriller
312,"Hobbit: The Desolation of Smaug, The (2013)",1170358,57158.0,Adventure|Fantasy|IMAX
313,Finding Forrester (2000),181536,711.0,Drama
314,In Time (2011),1637688,49530.0,Crime|Sci-Fi|Thriller
315,Phone Booth (2002),183649,1817.0,Drama|Thriller
316,Bulworth (1998),118798,9452.0,Comedy|Drama|Romance
317,"Road, The (2009)",898367,20766.0,Adventure|Drama|Thriller
318,Frequency (2000),186151,10559.0,Drama|Thriller
319,Galaxy Quest (1999),177789,926.0,Adventure|Comedy|Sci-Fi
320,"Great Beauty, The (Grande Bellezza, La) (2013)",2358891,179144.0,Comedy|Drama
321,The Hateful Eight (2015),3460252,273248.0,Western
322,Don Jon (2013),2229499,138697.0,Comedy|Drama|Romance
323,Kingsman: The Secret Service (2015),2802144,207703.0,Action|Adventure|Comedy|Crime
324,"Beautiful Mind, A (2001)",268978,453.0,Drama|Romance
325,Minions (2015),2293640,211672.0,Adventure|Animation|Children|Comedy
326,Mission: Impossible III (2006),317919,956.0,Action|Adventure|Thriller
327,End of Days (1999),146675,9946.0,Action|Fantasy|Horror|Mystery|Thriller
328,Daria: Is It College Yet? (2002),285627,24232.0,Animation|Comedy
329,Monsters (2010),1470827,43933.0,Drama|Sci-Fi
330,We Were Soldiers (2002),277434,10590.0,Action|Drama|War
331,"Hangover, The (2009)",1119646,18785.0,Comedy|Crime
332,Girlfight (2000),210075,19348.0,Drama
333,Open Range (2003),316356,2055.0,Western
334,Training Day (2001),139654,2034.0,Crime|Drama|Thriller
335,Cinderella (2015),1661199,150689.0,Children|Drama|Fantasy|Romance
336,Legend of the Guardians: The Owls of Ga'Hoole (2010),1219342,41216.0,Adventure|Animation|Fantasy|IMAX
337,"Blair Witch Project, The (1999)",185937,2667.0,Drama|Horror|Thriller
338,Green Zone (2010),947810,22972.0,Action|Drama|Thriller|War
339,The Danish Girl (2015),810819,306819.0,Drama
340,Interstellar (2014),816692,157336.0,Sci-Fi|IMAX
341,Varsity Blues (1999),139699,14709.0,Comedy|Drama
342,Hell or High Water (2016),2582782,338766.0,Crime|Drama
343,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",1132620,15472.0,Crime|Drama|Mystery|Thriller
344,Ice Age 2: The Meltdown (2006),438097,950.0,Adventure|Animation|Children|Comedy
345,Easy A (2010),1282140,37735.0,Comedy|Romance
346,"Day After Tomorrow, The (2004)",319262,435.0,Action|Adventure|Drama|Sci-Fi|Thriller
347,Tinker Bell (2008),823671,13179.0,Adventure|Animation|Children|Fantasy
348,All the Way (2016),3791216,347123.0,Drama
349,Children of Men (2006),206634,9693.0,Action|Adventure|Drama|Sci-Fi|Thriller
350,Tortilla Soup (2001),255653,15104.0,Comedy|Romance
351,Stir of Echoes (1999),164181,11601.0,Horror|Mystery|Thriller
352,Havoc (2005),285175,14695.0,Crime|Drama|Romance
353,There Will Be Blood (2007),469494,7345.0,Drama|Western
354,Kill Bill: Vol. 1 (2003),266697,24.0,Action|Crime|Thriller
355,Monsters University (2013),1453405,62211.0,Adventure|Animation|Comedy
356,Blow (2001),221027,4133.0,Crime|Drama
357,X2: X-Men United (2003),290334,36658.0,Action|Adventure|Sci-Fi|Thriller
358,Doubt (2008),918927,14359.0,Drama|Mystery
359,Deadpool (2016),1431045,293660.0,Action|Adventure|Comedy|Sci-Fi
360,House of 1000 Corpses (2003),251736,2662.0,Horror
361,The Fundamentals of Caring (2016),2452386,318121.0,Drama
362,Gods and Monsters (1998),120684,3033.0,Drama
363,Harry Potter and the Deathly Hallows: Part 1 (2010),926084,12444.0,Action|Adventure|Fantasy|IMAX
364,Invictus (2009),1057500,22954.0,Drama
365,Under the Tuscan Sun (2003),328589,10934.0,Comedy|Drama|Romance
366,Drive (2011),780504,64690.0,Crime|Drama|Film-Noir|Thriller
367,La La Land (2016),3783958,313369.0,Comedy|Drama|Romance
368,Brick (2005),393109,9270.0,Crime|Drama|Film-Noir|Mystery
369,"Expendables 2, The (2012)",1764651,76163.0,Action|Adventure
370,Hellboy (2004),167190,1487.0,Action|Adventure|Fantasy|Horror
371,World War Z (2013),816711,72190.0,Action|Drama|Horror|IMAX
372,Fury (2014),2713180,228150.0,Action|Drama|War
373,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",211915,194.0,Comedy|Romance
374,"Perfect Man, The (2005)",380623,15648.0,Comedy|Drama|Romance
375,Great Expectations (1998),119223,9410.0,Drama|Romance
376,Murder by Numbers (2002),264935,11892.0,Crime|Thriller
377,Evolution (2001),251075,9397.0,Comedy|Sci-Fi
378,Bounce (2000),186894,10862.0,Drama|Romance
379,Perfume: The Story of a Murderer (2006),396171,1427.0,Crime|Drama|Thriller
380,10 Things I Hate About You (1999),147800,4951.0,Comedy|Romance
381,"Dark Knight, The (2008)",468569,155.0,Action|Crime|Drama|IMAX
382,Envy (2004),326856,10710.0,Comedy
383,Brokedown Palace (1999),120620,17707.0,Drama
384,"Secret Life of Walter Mitty, The (2013)",359950,116745.0,Adventure|Comedy|Drama
385,Shoot 'Em Up (2007),465602,4141.0,Action|Comedy|Crime
386,Batman Begins (2005),372784,272.0,Action|Crime|IMAX
387,Michael Clayton (2007),465538,4566.0,Drama|Thriller
388,Safety Not Guaranteed (2012),1862079,84332.0,Comedy|Drama
389,Skyfall (2012),1074638,37724.0,Action|Adventure|Thriller|IMAX
